,owner,project,file,page,abstracted,classification
823,aws-amplify,amplify-js,Amplify-Modularization.md,amplify modularization,amplify modularization,How
824,aws-amplify,amplify-js,FAQ.md,faq,faq,References
825,aws-amplify,amplify-js,Home.md,home,home,What
826,aws-amplify,amplify-js,DataStore-JS-Predicates-V2-Example-(pending-feature).md,data store js predicates v2 example pending feature,data store js predicate @NUMBER example pending feature,When
827,aws-amplify,amplify-js,VS-Code-Snippet-Extension.md,vs code snippet extension,vs code snippet extension,References
828,falconry,falcon,"Articles,-Talks-and-Podcasts.md",articles talks and podcasts,article talk and podcast,References
829,falconry,falcon,Who's-using-Falcon?.md,who using falcon,who use @PROJECT,Who
830,falconry,falcon,Complementary-Packages.md,complementary packages,complementary package,References
831,falconry,falcon,Add-on-Catalog.md,add on catalog,add on catalog,How
832,coursera-dl,coursera-dl,help-output.md,help output,help output,References
833,coursera-dl,coursera-dl,Home.md,home,home,What
834,coursera-dl,coursera-dl,First-(Tentative)-Release-Notes.md,first tentative release notes,first tentative release note,When
835,coursera-dl,coursera-dl,Before-&-after.md,before after,before after,Why
836,keplergl,kepler.gl,Kepler.gl-2019-Roadmap.md,keplergl 2019 roadmap,@PROJECT @YEAR roadmap,When
837,rust-lang,cargo,Third-party-cargo-subcommands.md,third party cargo subcommands,third party @PROJECT subcommands,References
838,rust-lang,cargo,Third-party-registries.md,third party registries,third party registry,References
839,ricklamers,gridstudio,Supported-functions.md,supported functions,support function,References
840,ricklamers,gridstudio,Home.md,home,home,What
841,tweenjs,tween.js,Old-change-log.md,old change log,old change log,When
842,tweenjs,tween.js,Contributing-to-tween.js.md,contributing to tweenjs,contribute to @PROJECT,Contribuition
843,chrisbanes,Android-PullToRefresh,Changelog.md,changelog,changelog,When
844,chrisbanes,Android-PullToRefresh,Customisation.md,customisation,customisation,References
845,chrisbanes,Android-PullToRefresh,Apps.md,apps,apps,References
846,chrisbanes,Android-PullToRefresh,Quick Start Guide.md,quick start guide,quick start guide,How
847,linkerd,linkerd2,Linkerd's-Release-Process.md,linkerd release process,linkerd release process,Contribuition
848,linkerd,linkerd2,Linkerd-Benchmark-Setup.md,linkerd benchmark setup,linkerd benchmark setup,How
849,torch,torch7,Cheatsheet.md,cheatsheet,cheatsheet,References
850,torch,torch7,Windows.md,windows,window,How
851,torch,torch7,Torch-for-Numpy-users.md,torch for numpy users,torch for numpy user,References
852,torch,torch7,ModelZoo.md,model zoo,model zoo,References
853,react-toolbox,react-toolbox,Migrating-from-version-1.3-to-2.0.md,migrating from version 13 to 20,migrate from version @NUMBER to @NUMBER,How
854,react-toolbox,react-toolbox,Migrating-from-version-2.0-to-3.0.md,migrating from version 20 to 30,migrate from version @NUMBER to @NUMBER,How
855,babun,babun,64-bit.md,64 bit,@NUMBER bite,How
856,vector-im,element-web,Getting-a-crash-log-out-of-Element-Desktop.md,getting a crash log out of element desktop,get a crash log out of element desktop,How
857,oh-my-fish,oh-my-fish,Common-issues.md,common issues,common issue,References
858,oh-my-fish,oh-my-fish,Pull-request-policy.md,pull request policy,pull request policy,Contribuition
859,IBAnimatable,IBAnimatable,How-to-develop-an-animator-(animation-controller).md,how to develop an animator animation controller,how to develop an animator animation controller,How
860,IBAnimatable,IBAnimatable,How-to-release-a-new-version.md,how to release a new version,how to release a new version,Contribuition
861,IBAnimatable,IBAnimatable,How-to-develop-an-animator-using-system-built-in-animation.md,how to develop an animator using system built in animation,how to develop an animator use system build in animation,How
862,codeguy,php-the-right-way,Frameworks.md,frameworks,framework,References
863,codeguy,php-the-right-way,Translations.md,translations,translation,References
864,stanfordnlp,CoreNLP,Chinese-Private-Use-Area-code-points.md,chinese private use area code points,chinese private use area code point,References
865,apex,up,Home.md,home,home,What
866,leachim6,hello-world,Home.md,home,home,What
867,microsoft,language-server-protocol,Protocol-History.md,protocol history,protocol history,References
868,jwtk,jjwt,Release-Code-Management.md,release code management,release code management,Contribuition
869,jwtk,jjwt,Home.md,home,home,What
870,jwtk,jjwt,JWK-scratchpad.md,jwk scratchpad,jwk scratchpad,References
871,benoitc,gunicorn,Project-management.md,project management,project management,Who
872,roughike,BottomBar,Getting-Started.md,getting started,get start,How
873,apiaryio,api-blueprint,Roadmap.md,roadmap,roadmap,When
874,apiaryio,api-blueprint,Labels.md,labels,label,References
875,apache,tvm,CI-Monitoring-Runbook.md,ci monitoring runbook,ci monitor runbook,How
876,apache,tvm,Benchmark.md,benchmark,benchmark,Why
877,quicktype,quicktype,Home.md,home,home,What
878,facebookarchive,caffe2,Home.md,home,home,What
879,MarshallOfSound,Google-Play-Music-Desktop-Player-UNOFFICIAL-,Development-FAQ.md,development faq,development faq,References
880,MarshallOfSound,Google-Play-Music-Desktop-Player-UNOFFICIAL-,Unofficial-Releases.md,unofficial releases,unofficial release,How
881,MarshallOfSound,Google-Play-Music-Desktop-Player-UNOFFICIAL-,What-happened-with-3.2.5?.md,what happened with 325,what happen with @NUMBER,Other
882,MarshallOfSound,Google-Play-Music-Desktop-Player-UNOFFICIAL-,FAQ.md,faq,faq,References
883,MarshallOfSound,Google-Play-Music-Desktop-Player-UNOFFICIAL-,Themes.md,themes,theme,References
884,prasmussen,gdrive,Home.md,home,home,What
885,reactphp,reactphp,VendorName.md,vendor name,vendor name,References
886,reactphp,reactphp,FAQ.md,faq,faq,References
887,reactphp,reactphp,Users.md,users,user,Who
888,reactphp,reactphp,ReleaseProcess.md,release process,release process,Contribuition
889,agenda,agenda,Home.md,home,home,What
890,felixse,FluentTerminal,Command-Line-Arguments.md,command line arguments,command line argument,References
891,felixse,FluentTerminal,FAQ.md,faq,faq,References
892,felixse,FluentTerminal,How-to-set-up-a-development-environment.md,how to set up a development environment,how to set up a development environment,How
893,diasurgical,devilution,Code-Style.md,code style,code style,Contribuition
894,diasurgical,devilution,Cleaning-Code.md,cleaning code,clean code,How
895,jbogard,MediatR,Behaviors.md,behaviors,behavior,How
896,jbogard,MediatR,Migration-Guide---3.x-to-4.0.md,migration guide 3x to 40,migration guide @NUMBER to @NUMBER,How
897,jbogard,MediatR,Home.md,home,home,What
898,jbogard,MediatR,Migration-Guide-4.x-to-5.0.md,migration guide 4x to 50,migration guide @NUMBER to @NUMBER,How
899,jbogard,MediatR,Container-Feature-Support.md,container feature support,container feature support,References
900,jakesgordon,javascript-state-machine,Documentation-for-Javascript-Finite-State-Machine-(v2.4.0).md,documentation for javascript finite state machine v240,documentation for javascript finite state machine @NUMBER,References
901,cyfdecyf,cow,Running-cow-with-docker-with-C-S.md,running cow with docker with c s,run @PROJECT with docker with c s,How
902,gradio-app,gradio,Gradio-Docstring-Standard.md,gradio docstring standard,@PROJECT docstring standard,References
903,gradio-app,gradio,How-data-gets-processed-in-a-Gradio-Interface.md,how data gets processed in a gradio interface,how data get process in a @PROJECT interface,How
904,relax,relax,Overview.md,overview,overview,What
905,relax,relax,Option-types.md,option types,option type,References
906,relax,relax,Home.md,home,home,What
907,relax,relax,Creating-an-element.md,creating an element,create an element,How
908,kaminari,kaminari,Internationalization-and-Locales.md,internationalization and locales,internationalization and locale,References
909,kaminari,kaminari,Kaminari-recipes.md,kaminari recipes,@PROJECT recipe,How
910,kaminari,kaminari,FAQ.md,faq,faq,References
911,kaminari,kaminari,How-To:-Create-Infinite-Scrolling-with-jQuery.md,how to create infinite scrolling with jquery,how to create infinite scroll with jquery,How
912,kaminari,kaminari,How-To:-Contributing-to-Kaminari.md,how to contributing to kaminari,how to contribute to @PROJECT,Contribuition
913,OpenFeign,feign,Custom-error-handling.md,custom error handling,custom error handle,References
914,OpenFeign,feign,Feign-11-Proposed-Roadmap.md,feign 11 proposed roadmap,@PROJECT @NUMBER propose roadmap,When
915,chinchang,hint.css,Changelog.md,changelog,changelog,When
916,chinchang,hint.css,Frequently-Asked-Questions.md,frequently asked questions,frequently ask question,References
917,foliojs,pdfkit,How-to-compile-standalone-PDFKit-for-use-in-the-browser.md,how to compile standalone pdfkit for use in the browser,how to compile standalone @PROJECT for use in the browser,How
918,doitsujin,dxvk,Common-issues.md,common issues,common issue,References
919,doitsujin,dxvk,Performance-guidelines.md,performance guidelines,performance guideline,Contribuition
920,doitsujin,dxvk,Home.md,home,home,What
921,doitsujin,dxvk,Configuration.md,configuration,configuration,References
922,doitsujin,dxvk,Making-a-Trace.md,making a trace,make a trace,How
923,doitsujin,dxvk,Driver-support.md,driver support,driver support,References
924,NG-ZORRO,ng-zorro-antd,Release.md,release,release,Contribuition
925,shadowsocks,shadowsocks-iOS,Help.md,help,help,References
926,shadowsocks,shadowsocks-iOS,Shadowsocks-for-OSX-Help.md,shadowsocks for osx help,shadowsocks for osx help,References
927,shadowsocks,shadowsocks-iOS,server.md,server,server,Other
928,Masterminds,glide,Who-uses-Glide?.md,who uses glide,who use @PROJECT,Who
929,Masterminds,glide,Go-Package-Manager-Comparison.md,go package manager comparison,go package manager comparison,Why
930,andlabs,ui,Getting-Started.md,getting started,get start,How
931,andlabs,ui,Building-and-Cross-Compilation.md,building and cross compilation,build and cross compilation,How
932,microsoft,react-native-code-push,Feature-backlog.md,feature backlog,feature backlog,When
933,happyfish100,fastdfs,Configuration.md,configuration,configuration,How
934,jhu-ep-coursera,fullstack-course4,Frequently-Asked-Questions-(FAQ).md,frequently asked questions faq,frequently ask question faq,References
935,text-mask,text-mask,Home.md,home,home,What
936,rofl0r,proxychains-ng,"quality-of-haad's-fork,-or-""reasons-for-the-split"".md",quality of haad fork or reasons for the split,quality of haad fork or reason for the split,Why
937,sitaramc,gitolite,Home.md,home,home,What
938,github,super-linter,Versions.md,versions,version,When
939,github,super-linter,Home.md,home,home,What
940,github,super-linter,Adding-new-language-support.md,adding new language support,add new language support,How
941,github,super-linter,Releases-and-how-they-work.md,releases and how they work,release and how they work,Contribuition
942,SwiftGen,SwiftGen,[Admin]-Handling-PRs-from-forks.md,admin handling prs from forks,admin handle pr from fork,Contribuition
943,SwiftGen,SwiftGen,[Admin]-Release-Process.md,admin release process,admin release process,Contribuition
944,adnanh,webhook,Hook-Rules.md,hook rules,hook rule,How
945,adnanh,webhook,Referencing-Request-Values.md,referencing request values,reference request value,How
946,adnanh,webhook,Hook-Definition.md,hook definition,hook definition,References
947,adnanh,webhook,Home.md,home,home,What
948,adnanh,webhook,Webhook-Parameters.md,webhook parameters,@PROJECT parameter,References
949,adnanh,webhook,Hook-Examples.md,hook examples,hook example,References
950,yandexdataschool,nlp_course,Homeworks-and-grading.md,homeworks and grading,homework and grade,References
951,hackmdio,codimd,CodiMD-Instances.md,codi md instances,codi md instance,References
952,hackmdio,codimd,Home.md,home,home,What
953,sockjs,sockjs-client,[Article]-SockJS:-PubSubHuddle-presentation.md,article sock js pub sub huddle presentation,article sock js pub sub huddle presentation,References
954,sockjs,sockjs-client,[Article]-SockJS:-WebSocket-emulation-done-right.md,article sock js web socket emulation done right,article sock js web socket emulation do right,References
955,sockjs,sockjs-client,sockjs-mud-article.md,sockjs mud article,sockjs mud article,References
956,sockjs,sockjs-client,How-to-compose-apps-using-WebSockets.md,how to compose apps using web sockets,how to compose apps use web socket,How
957,yhatt,marp,Roadmap-to-Marp-1.0.0.md,roadmap to marp 100,roadmap to @PROJECT @NUMBER,When
958,revery-ui,revery,Building-&-Installing.md,building installing,build instal,How
959,revery-ui,revery,Roadmap.md,roadmap,roadmap,When
960,mailcheck,mailcheck,List-of-Popular-Domains.md,list of popular domains,list of popular domain,References
961,mailcheck,mailcheck,String-Distance-Algorithms.md,string distance algorithms,string distance algorithm,References
962,shadowsocks,shadowsocks-qt5,Compiling.md,compiling,compile,How
963,shadowsocks,shadowsocks-qt5,Installation.md,installation,installation,How
964,mediaelement,mediaelement,Home.md,home,home,What
965,antlr,grammars-v4,Home.md,home,home,What
966,HannahMitt,HomeMirror,Places-to-buy-a-two-way-mirror.md,places to buy a two way mirror,place to buy a two way mirror,References
967,carlhuda,janus,Troubleshooting.md,troubleshooting,troubleshoot,How
968,carlhuda,janus,Customization.md,customization,customization,How
969,carlhuda,janus,Rvm.md,rvm,rvm,How
970,carlhuda,janus,Pre-requisites.md,pre requisites,pre requisite,How
971,ideawu,ssdb,Changes-Made-to-LevelDB.md,changes made to level db,change make to level db,Other
972,audacity,audacity,Strings-&-translatable-code.md,strings translatable code,string translatable code,References
973,audacity,audacity,Home.md,home,home,What
974,audacity,audacity,Known-Issues.md,known issues,know issue,References
975,audacity,audacity,Roadmap.md,roadmap,roadmap,When
976,JetBrains,JetBrainsMono,Other-ways-to-install.md,other ways to install,other way to install,How
977,Z3Prover,z3,Slides.md,slides,slide,References
978,Z3Prover,z3,FAQ.md,faq,faq,References
979,Z3Prover,z3,Home.md,home,home,What
980,Z3Prover,z3,Using-Z3Py-on-Windows.md,using z3py on windows,use @NON_ENGLISH on window,How
